timestamp,left_x,left_y,right_x,right_y,head_x,head_y,center_x,center_y,eye_dx,eye_dy,head_eye_dx,head_eye_dy
1754382531.349967,702,385,571,383,631,475,636,384,131,2,5,91
1754382531.3840508,703,386,571,385,631,476,637,385,132,1,6,91
1754382531.418761,703,386,572,384,631,476,637,385,131,2,6,91
1754382531.451741,704,386,572,384,632,476,638,385,132,2,6,91
1754382531.48604,703,385,572,384,632,476,637,384,131,1,5,92
1754382531.519062,704,385,572,384,632,476,638,384,132,1,6,92
1754382531.5515342,703,385,572,384,632,476,637,384,131,1,5,92
1754382531.584225,704,385,572,384,632,476,638,384,132,1,6,92
1754382531.618195,703,385,572,384,632,475,637,384,131,1,5,91
1754382531.650304,704,384,572,383,632,475,638,383,132,1,6,92
1754382531.6850078,703,384,572,383,632,474,637,383,131,1,5,91
1754382531.719161,704,384,572,383,632,475,638,383,132,1,6,92
1754382531.751521,703,384,572,383,632,474,637,383,131,1,5,91
1754382531.785541,704,384,572,383,632,474,638,383,132,1,6,91
1754382531.818184,703,384,572,383,631,474,637,383,131,1,6,91
1754382531.849807,704,383,572,383,632,474,638,383,132,0,6,91
1754382531.8835268,703,383,572,382,631,474,637,382,131,1,6,92
1754382531.919061,704,384,572,383,632,474,638,383,132,1,6,91
1754382531.951308,703,383,572,382,631,474,637,382,131,1,6,92
1754382531.985754,704,384,572,383,632,474,638,383,132,1,6,91
1754382532.018823,703,383,572,382,631,474,637,382,131,1,6,92
1754382532.052026,704,384,572,382,632,474,638,383,132,2,6,91
1754382532.085356,703,384,572,382,632,474,637,383,131,2,5,91
1754382532.118755,704,383,572,382,632,474,638,382,132,1,6,92
1754382532.150316,703,384,572,382,632,474,637,383,131,2,5,91
1754382532.185171,704,384,573,382,632,474,638,383,131,2,6,91
1754382532.218821,704,384,573,383,632,474,638,383,131,1,6,91
1754382532.251337,705,384,573,383,633,474,639,383,132,1,6,91
1754382532.2856152,705,384,573,382,633,474,639,383,132,2,6,91
1754382532.3185081,705,384,573,383,633,475,639,383,132,1,6,92
1754382532.349559,705,384,574,382,633,474,639,383,131,2,6,91
1754382532.383286,705,384,573,383,633,474,639,383,132,1,6,91
1754382532.4492102,705,384,573,382,633,475,639,383,132,2,6,92
1754382532.4839182,705,384,573,382,633,474,639,383,132,2,6,91
1754382532.517817,705,384,573,382,633,474,639,383,132,2,6,91
1754382532.5500422,705,384,573,383,633,474,639,383,132,1,6,91
1754382532.5852742,705,384,573,382,633,474,639,383,132,2,6,91
1754382532.618332,705,383,573,382,633,474,639,382,132,1,6,92
1754382532.651212,704,384,573,382,633,474,638,383,131,2,5,91
1754382532.6848881,705,384,573,382,633,474,639,383,132,2,6,91
1754382532.718274,705,383,573,381,633,474,639,382,132,2,6,92
1754382532.749291,705,382,574,381,633,474,639,381,131,1,6,93
1754382532.785101,705,382,573,381,633,473,639,381,132,1,6,92
1754382532.8158011,705,382,574,381,633,474,639,381,131,1,6,93
1754382532.8509371,705,382,573,380,633,473,639,381,132,2,6,92
1754382532.885684,706,382,574,381,633,473,640,381,132,1,7,92
1754382532.917249,705,382,574,381,633,473,639,381,131,1,6,92
1754382532.949781,706,382,574,381,633,474,640,381,132,1,7,93
1754382532.9853818,705,382,573,381,633,473,639,381,132,1,6,92
1754382533.017403,706,382,574,381,633,473,640,381,132,1,7,92
1754382533.051324,705,382,574,381,633,473,639,381,131,1,6,92
1754382533.0851672,705,382,574,381,633,474,639,381,131,1,6,93
1754382533.118572,705,382,573,381,633,473,639,381,132,1,6,92
1754382533.1511738,705,382,574,381,633,474,639,381,131,1,6,93
1754382533.185317,705,382,573,380,633,473,639,381,132,2,6,92
1754382533.218634,705,382,574,381,633,474,639,381,131,1,6,93
1754382533.251006,704,383,573,381,633,473,638,382,131,2,5,91
1754382533.2848582,704,388,574,386,632,476,639,387,130,2,7,89
1754382533.318322,703,393,571,388,632,477,637,390,132,5,5,87
1754382533.349109,705,388,574,387,633,476,639,387,131,1,6,89
1754382533.383028,705,385,573,384,632,475,639,384,132,1,7,91
1754382533.416304,705,384,573,383,633,475,639,383,132,1,6,92
1754382533.450829,705,384,573,382,633,474,639,383,132,2,6,91
1754382533.48302,705,383,573,381,633,474,639,382,132,2,6,92
1754382533.518304,705,383,573,381,633,474,639,382,132,2,6,92
1754382533.5506701,706,383,574,381,634,474,640,382,132,2,6,92
1754382533.5849972,705,383,574,381,633,474,639,382,131,2,6,92
1754382533.618249,706,383,574,381,634,474,640,382,132,2,6,92
1754382533.6511328,706,383,574,381,634,474,640,382,132,2,6,92
1754382533.684918,706,383,575,381,634,474,640,382,131,2,6,92
1754382533.7180438,706,383,574,381,634,474,640,382,132,2,6,92
1754382533.750647,706,383,574,381,634,474,640,382,132,2,6,92
1754382533.782733,706,383,574,381,633,474,640,382,132,2,7,92
1754382533.818064,706,383,574,382,633,474,640,382,132,1,7,92
1754382533.84931,706,384,574,382,633,474,640,383,132,2,7,91
1754382533.8851578,706,384,574,383,633,475,640,383,132,1,7,92
1754382533.918304,705,385,574,383,633,475,639,384,131,2,6,91
1754382533.948925,706,385,574,383,634,475,640,384,132,2,6,91
1754382533.982542,706,385,575,384,634,476,640,384,131,1,6,92
1754382534.016215,708,387,575,384,635,476,641,385,133,3,6,91
1754382534.049508,709,386,577,384,636,476,643,385,132,2,7,91
1754382534.0832372,710,386,579,383,637,476,644,384,131,3,7,92
1754382534.116674,712,386,581,383,639,476,646,384,131,3,7,92
1754382534.148631,716,385,584,382,644,475,650,383,132,3,6,92
1754382534.182716,721,385,590,382,652,475,655,383,131,3,3,92
1754382534.2137432,728,385,597,382,659,475,662,383,131,3,3,92
1754382534.247417,735,383,607,381,669,474,671,382,128,2,2,92
1754382534.279945,742,382,617,380,681,474,679,381,125,2,2,93
1754382534.314032,749,383,626,378,691,473,687,380,123,5,4,93
1754382534.347407,755,381,636,378,700,472,695,379,119,3,5,93
1754382534.381799,761,381,644,377,709,472,702,379,117,4,7,93
1754382534.4153569,766,381,651,377,717,471,708,379,115,4,9,92
1754382534.452557,771,381,660,376,722,470,715,378,111,5,7,92
1754382534.486304,775,382,665,377,727,471,720,379,110,5,7,92
1754382534.518466,779,382,670,377,731,471,724,379,109,5,7,92
1754382534.551195,782,383,674,377,734,471,728,380,108,6,6,91
1754382534.584478,784,384,676,377,736,471,730,380,108,7,6,91
1754382534.6194701,785,385,678,376,737,471,731,380,107,9,6,91
1754382534.652257,786,385,679,376,737,472,732,380,107,9,5,92
1754382534.6844952,787,385,679,376,738,472,733,380,108,9,5,92
1754382534.7183669,787,386,678,376,737,473,732,381,109,10,5,92
1754382534.751271,787,386,678,377,737,472,732,381,109,9,5,91
1754382534.784759,787,386,677,376,736,473,732,381,110,10,4,92
1754382534.817857,786,386,677,376,736,472,731,381,109,10,5,91
1754382534.849194,786,387,677,375,735,472,731,381,109,12,4,91
1754382534.882866,785,386,675,375,734,472,730,380,110,11,4,92
1754382534.91695,782,385,672,375,731,472,727,380,110,10,4,92
1754382534.948639,778,385,664,375,724,471,721,380,114,10,3,91
1754382534.9839628,770,384,653,374,712,470,711,379,117,10,1,91
1754382535.016581,760,384,636,372,697,469,698,378,124,12,1,91
1754382535.050057,748,382,619,373,679,468,683,377,129,9,4,91
1754382535.084468,732,381,603,372,657,466,667,376,129,9,10,90
1754382535.1154509,717,380,587,371,640,465,652,375,130,9,12,90
1754382535.1502552,703,379,574,371,627,464,638,375,129,8,11,89
1754382535.18255,693,376,566,370,616,462,629,373,127,6,13,89
1754382535.216813,685,374,558,370,610,461,621,372,127,4,11,89
1754382535.25047,679,373,554,370,604,460,616,371,125,3,12,89
1754382535.28427,675,372,550,369,602,460,612,370,125,3,10,90
1754382535.316399,674,370,548,370,601,460,611,370,126,0,10,90
1754382535.350216,674,370,548,370,600,460,611,370,126,0,11,90
1754382535.3821912,675,370,548,370,601,460,611,370,127,0,10,90
1754382535.415442,676,370,548,371,602,459,612,370,128,1,10,89
1754382535.4500911,676,370,548,371,603,460,612,370,128,1,9,90
1754382535.48421,676,370,548,371,604,460,612,370,128,1,8,90
1754382535.5172968,675,370,547,371,603,460,611,370,128,1,8,90
1754382535.5501509,676,371,548,372,605,460,612,371,128,1,7,89
1754382535.583582,678,371,549,371,606,460,613,371,129,0,7,89
1754382535.617147,681,370,552,371,608,460,616,370,129,1,8,90
1754382535.648702,684,371,555,371,612,461,619,371,129,0,7,90
1754382535.68392,689,371,559,371,617,461,624,371,130,0,7,90
1754382535.717654,693,373,563,370,621,461,628,371,130,3,7,90
1754382535.749951,698,373,567,371,626,462,632,372,131,2,6,90
1754382535.7836459,703,374,572,372,631,463,637,373,131,2,6,90
1754382535.8144882,707,376,576,373,635,464,641,374,131,3,6,90
1754382535.848468,710,376,580,372,639,465,645,374,130,4,6,91
1754382535.881464,714,376,583,373,643,465,648,374,131,3,5,91
1754382535.91535,716,377,586,373,645,465,651,375,130,4,6,90
1754382535.949997,717,378,587,373,646,466,652,375,130,5,6,91
1754382535.9819431,718,378,588,373,646,466,653,375,130,5,7,91
1754382536.0156212,718,379,588,373,646,466,653,376,130,6,7,90
1754382536.048606,718,379,588,373,646,466,653,376,130,6,7,90
1754382536.08409,718,379,588,373,646,466,653,376,130,6,7,90
1754382536.117163,718,379,588,373,646,466,653,376,130,6,7,90
1754382536.1497312,718,380,588,374,645,466,653,377,130,6,8,89
1754382536.18153,718,379,588,374,645,466,653,376,130,5,8,90
1754382536.217278,717,380,587,374,645,467,652,377,130,6,7,90
1754382536.250241,718,379,587,375,645,467,652,377,131,4,7,90
1754382536.2839098,717,380,587,375,645,468,652,377,130,5,7,91
1754382536.317078,717,380,587,376,645,468,652,378,130,4,7,90
1754382536.349536,717,381,586,377,645,469,651,379,131,4,6,90
1754382536.381848,717,381,586,377,646,469,651,379,131,4,5,90
1754382536.42155,717,381,586,378,646,469,651,379,131,3,5,90
1754382536.4604008,717,382,587,378,646,470,652,380,130,4,6,90
1754382536.481817,718,382,587,378,646,470,652,380,131,4,6,90
1754382536.5163,718,382,588,378,647,470,653,380,130,4,6,90
1754382536.5491,719,382,588,377,647,470,653,379,131,5,6,91
1754382536.582535,718,382,589,378,647,470,653,380,129,4,6,90
1754382536.6155388,719,383,589,378,647,471,654,380,130,5,7,91
1754382536.649327,719,383,589,378,647,471,654,380,130,5,7,91
1754382536.682859,719,383,589,378,647,471,654,380,130,5,7,91
1754382536.7140841,719,383,588,378,647,471,653,380,131,5,6,91
1754382536.7491121,719,383,589,378,647,471,654,380,130,5,7,91
1754382536.7838662,719,383,588,378,647,471,653,380,131,5,6,91
1754382536.8152719,720,383,589,379,647,472,654,381,131,4,7,91
1754382536.848864,720,383,589,379,647,472,654,381,131,4,7,91
1754382536.8829079,720,384,589,379,647,472,654,381,131,5,7,91
1754382536.9162052,720,384,589,379,647,472,654,381,131,5,7,91
1754382536.949483,720,384,589,379,648,472,654,381,131,5,6,91
1754382536.98287,720,385,589,379,648,472,654,382,131,6,6,90
1754382537.0155652,720,385,589,379,648,472,654,382,131,6,6,90
1754382537.049164,721,385,590,379,648,472,655,382,131,6,7,90
1754382537.083044,721,385,590,380,648,473,655,382,131,5,7,91
1754382537.1168268,721,385,590,380,648,473,655,382,131,5,7,91
1754382537.149581,720,385,589,380,648,473,654,382,131,5,6,91
1754382537.181024,720,386,589,380,647,473,654,383,131,6,7,90
1754382537.2168372,720,385,589,380,647,473,654,382,131,5,7,91
1754382537.247881,720,385,589,380,647,473,654,382,131,5,7,91
1754382537.281565,720,385,589,380,647,473,654,382,131,5,7,91
1754382537.316341,719,385,588,380,647,473,653,382,131,5,6,91
1754382537.349605,719,385,588,379,647,473,653,382,131,6,6,91
1754382537.3814259,719,385,588,379,646,473,653,382,131,6,7,91
1754382537.4140959,719,384,588,379,646,473,653,381,131,5,7,92
1754382537.4487638,718,384,587,380,646,473,652,382,131,4,6,91
1754382537.479855,718,384,587,379,646,473,652,381,131,5,6,92
1754382537.512199,718,384,587,380,646,473,652,382,131,4,6,91
1754382537.545714,718,384,587,380,645,473,652,382,131,4,7,91
1754382537.581837,721,385,591,380,646,473,656,382,130,5,10,91
1754382537.615458,721,385,591,381,646,473,656,383,130,4,10,90
1754382537.649554,721,385,591,380,646,473,656,382,130,5,10,91
1754382537.68399,721,385,591,381,646,472,656,383,130,4,10,89
1754382537.7162502,721,385,591,381,645,473,656,383,130,4,11,90
1754382537.7483149,721,385,591,380,645,472,656,382,130,5,11,90
1754382537.78255,721,385,591,381,645,472,656,383,130,4,11,89
1754382537.815166,722,384,592,380,646,472,657,382,130,4,11,90
1754382537.847444,722,385,592,380,646,472,657,382,130,5,11,90
1754382537.881141,721,387,593,383,646,473,657,385,128,4,11,88
1754382537.91572,720,392,591,386,646,474,655,389,129,6,9,85
1754382537.9498858,716,392,585,386,645,474,650,389,131,6,5,85
1754382537.9818912,716,392,588,386,645,474,652,389,128,6,7,85
1754382538.0152802,719,391,588,385,646,474,653,388,131,6,7,86
1754382538.046795,720,387,589,382,647,473,654,384,131,5,7,89
1754382538.083013,719,385,589,381,647,472,654,383,130,4,7,89
1754382538.114771,720,384,588,380,647,472,654,382,132,4,7,90
1754382538.1490078,720,384,589,379,647,471,654,381,131,5,7,90
1754382538.182476,719,383,589,378,648,471,654,380,130,5,6,91
1754382538.2142239,720,383,589,378,648,471,654,380,131,5,6,91
1754382538.247168,720,383,589,378,647,471,654,380,131,5,7,91
1754382538.2823832,720,383,589,379,648,471,654,381,131,4,6,90
1754382538.3153138,720,383,589,378,648,471,654,380,131,5,6,91
1754382538.34759,720,383,589,378,647,471,654,380,131,5,7,91
1754382538.381006,720,383,589,378,647,471,654,380,131,5,7,91
1754382538.414418,720,383,589,378,647,471,654,380,131,5,7,91
1754382538.448585,720,383,589,378,647,471,654,380,131,5,7,91
1754382538.48209,720,383,589,378,647,471,654,380,131,5,7,91
1754382538.51572,720,383,589,378,647,471,654,380,131,5,7,91
1754382538.549376,720,383,589,378,647,471,654,380,131,5,7,91
1754382538.581821,720,383,589,378,647,471,654,380,131,5,7,91
1754382538.6144729,720,383,589,378,647,472,654,380,131,5,7,92
1754382538.647698,720,383,589,378,647,472,654,380,131,5,7,92
1754382538.681416,720,383,589,378,647,472,654,380,131,5,7,92
1754382538.71552,720,383,589,378,647,472,654,380,131,5,7,92
1754382538.747921,720,383,589,378,647,472,654,380,131,5,7,92
1754382538.781058,721,383,589,378,647,472,655,380,132,5,8,92
1754382538.8135118,720,383,588,379,647,472,654,381,132,4,7,91
1754382538.847991,720,384,588,378,647,472,654,381,132,6,7,91
1754382538.880894,719,384,588,379,647,472,653,381,131,5,6,91
1754382538.915545,719,384,588,378,647,472,653,381,131,6,6,91
1754382538.948652,719,384,588,378,647,472,653,381,131,6,6,91
1754382538.981295,719,384,588,378,647,472,653,381,131,6,6,91
1754382539.013451,719,383,588,378,647,472,653,380,131,5,6,92
1754382539.047276,719,384,588,378,647,472,653,381,131,6,6,91
1754382539.079013,719,384,588,378,647,472,653,381,131,6,6,91
1754382539.114775,719,384,588,379,647,472,653,381,131,5,6,91
1754382539.148649,719,384,588,378,647,472,653,381,131,6,6,91
1754382539.18208,720,384,589,379,647,472,654,381,131,5,7,91
1754382539.2145689,720,384,589,378,647,472,654,381,131,6,7,91
1754382539.2481642,720,384,588,378,647,472,654,381,132,6,7,91
1754382539.282347,720,384,589,378,647,472,654,381,131,6,7,91
1754382539.315252,720,384,589,378,647,472,654,381,131,6,7,91
1754382539.346518,720,384,589,378,647,472,654,381,131,6,7,91
1754382539.379932,720,384,588,378,647,472,654,381,132,6,7,91
1754382539.414001,720,384,588,378,647,472,654,381,132,6,7,91
1754382539.44867,720,384,588,379,647,472,654,381,132,5,7,91
1754382539.4825401,720,384,588,378,647,472,654,381,132,6,7,91
1754382539.5135942,719,384,588,378,647,473,653,381,131,6,6,92
1754382539.547979,719,384,588,378,647,472,653,381,131,6,6,91
1754382539.581938,719,384,588,378,647,472,653,381,131,6,6,91
1754382539.614651,719,384,588,378,647,472,653,381,131,6,6,91
1754382539.6480079,719,384,588,378,647,472,653,381,131,6,6,91
1754382539.681979,719,384,588,379,646,473,653,381,131,5,7,92
1754382539.71502,719,384,588,378,647,472,653,381,131,6,6,91
1754382539.7471502,720,384,588,378,647,472,654,381,132,6,7,91
1754382539.781334,720,383,588,378,647,472,654,380,132,5,7,92
1754382539.81388,720,384,588,378,647,472,654,381,132,6,7,91
1754382539.846401,720,384,589,378,647,472,654,381,131,6,7,91
1754382539.8812668,720,384,589,378,647,472,654,381,131,6,7,91
1754382539.91473,720,384,589,378,647,472,654,381,131,6,7,91
1754382539.947,720,384,589,379,647,472,654,381,131,5,7,91
1754382539.980813,721,384,589,378,647,472,655,381,132,6,8,91
1754382540.013314,720,384,589,378,647,472,654,381,131,6,7,91
1754382540.047522,721,384,589,379,647,472,655,381,132,5,8,91
1754382540.08137,723,384,591,379,648,472,657,381,132,5,9,91
1754382540.1141,724,385,593,379,648,473,658,382,131,6,10,91
1754382540.147804,724,384,593,379,648,472,658,381,131,5,10,91
1754382540.181768,724,384,593,379,648,472,658,381,131,5,10,91
1754382540.21401,723,384,592,379,648,472,657,381,131,5,9,91
1754382540.246753,723,384,592,379,648,472,657,381,131,5,9,91
1754382540.279597,723,383,592,379,648,472,657,381,131,4,9,91
1754382540.313504,723,383,592,379,647,472,657,381,131,4,10,91
1754382540.346087,723,383,592,379,647,472,657,381,131,4,10,91
1754382540.379759,723,384,592,379,647,472,657,381,131,5,10,91
1754382540.412653,723,383,592,378,647,472,657,380,131,5,10,92
1754382540.447401,721,383,589,378,647,472,655,380,132,5,8,92
1754382540.482253,720,383,588,378,647,472,654,380,132,5,7,92
1754382540.513577,719,383,588,377,647,471,653,380,131,6,6,91
1754382540.5485141,720,383,588,378,647,472,654,380,132,5,7,92
1754382540.580758,720,383,588,378,646,472,654,380,132,5,8,92
1754382540.614055,720,383,588,378,647,472,654,380,132,5,7,92
1754382540.648315,720,383,588,377,647,472,654,380,132,6,7,92
1754382540.681319,720,383,588,378,647,472,654,380,132,5,7,92
1754382540.7136252,720,383,588,377,647,472,654,380,132,6,7,92
1754382540.746037,720,384,589,378,647,472,654,381,131,6,7,91
1754382540.779955,720,383,589,378,647,472,654,380,131,5,7,92
1754382540.814016,720,383,589,377,647,472,654,380,131,6,7,92
1754382540.845933,720,383,589,377,647,472,654,380,131,6,7,92
1754382540.880258,720,383,588,377,647,472,654,380,132,6,7,92
1754382540.914049,720,383,589,377,647,472,654,380,131,6,7,92
1754382540.94752,720,383,588,378,647,472,654,380,132,5,7,92
1754382540.981427,720,383,589,378,647,472,654,380,131,5,7,92
1754382541.0124018,720,383,589,378,647,471,654,380,131,5,7,91
1754382541.0469341,720,383,589,377,647,472,654,380,131,6,7,92
1754382541.081675,721,383,589,377,647,472,655,380,132,6,8,92
1754382541.113625,721,383,590,377,647,471,655,380,131,6,8,91
1754382541.1480472,723,383,592,378,648,471,657,380,131,5,9,91
1754382541.180183,723,383,592,378,648,471,657,380,131,5,9,91
1754382541.213242,723,383,592,378,648,471,657,380,131,5,9,91
1754382541.248172,723,383,592,378,648,471,657,380,131,5,9,91
1754382541.281348,723,383,592,378,648,471,657,380,131,5,9,91
1754382541.3137522,723,383,592,379,648,471,657,381,131,4,9,90
1754382541.347394,722,384,592,378,648,471,657,381,130,6,9,90
1754382541.379026,723,383,592,378,648,471,657,380,131,5,9,91
1754382541.412396,723,384,592,378,648,471,657,381,131,6,9,90
1754382541.447739,723,383,592,378,648,471,657,380,131,5,9,91
1754382541.4810638,722,384,592,378,648,472,657,381,130,6,9,91
1754382541.513812,723,383,592,378,648,471,657,380,131,5,9,91
1754382541.545822,722,384,592,378,648,471,657,381,130,6,9,90
1754382541.579227,722,383,591,378,648,471,656,380,131,5,8,91
1754382541.6142762,718,384,587,377,647,471,652,380,131,7,5,91
1754382541.647743,717,383,586,378,647,471,651,380,131,5,4,91
1754382541.681283,717,383,586,377,647,471,651,380,131,6,4,91
1754382541.7134988,717,384,586,377,647,471,651,380,131,7,4,91
1754382541.746285,716,384,585,377,647,471,650,380,131,7,3,91
1754382541.78008,716,383,584,377,646,471,650,380,132,6,4,91
1754382541.8123,711,383,581,377,646,471,646,380,130,6,0,91
1754382541.846326,711,383,581,376,646,471,646,379,130,7,0,92
1754382541.879041,711,383,581,376,646,471,646,379,130,7,0,92
1754382541.912549,712,383,581,376,646,470,646,379,131,7,0,91
1754382541.9454138,711,383,581,376,646,471,646,379,130,7,0,92
1754382541.979299,711,383,581,376,646,470,646,379,130,7,0,91
1754382542.0119832,711,383,581,376,646,470,646,379,130,7,0,91
1754382542.0462599,711,383,581,376,646,470,646,379,130,7,0,91
1754382542.079502,712,383,582,376,646,470,647,379,130,7,1,91
1754382542.112659,712,383,583,376,646,470,647,379,129,7,1,91
1754382542.146049,713,383,582,376,646,470,647,379,131,7,1,91
1754382542.179435,713,383,582,376,646,470,647,379,131,7,1,91
1754382542.212706,713,383,583,376,646,470,648,379,130,7,2,91
1754382542.246111,713,383,582,376,646,470,647,379,131,7,1,91
1754382542.279156,713,383,582,376,646,470,647,379,131,7,1,91
1754382542.31262,713,382,582,376,646,470,647,379,131,6,1,91
1754382542.3471942,713,382,582,376,646,470,647,379,131,6,1,91
1754382542.378773,714,382,583,376,646,470,648,379,131,6,2,91
1754382542.4126332,714,382,583,376,646,470,648,379,131,6,2,91
1754382542.4472268,714,382,583,376,646,470,648,379,131,6,2,91
1754382542.480903,714,382,583,376,646,470,648,379,131,6,2,91
1754382542.512629,713,382,583,376,646,470,648,379,130,6,2,91
1754382542.54564,713,382,583,376,646,470,648,379,130,6,2,91
1754382542.580255,714,382,583,376,646,470,648,379,131,6,2,91
1754382542.6131709,714,382,584,375,646,470,649,378,130,7,3,92
1754382542.6459892,718,381,588,374,647,469,653,377,130,7,6,92
1754382542.6811242,718,381,588,375,647,469,653,378,130,6,6,91
1754382542.712964,718,381,587,374,647,469,652,377,131,7,5,92
1754382542.7469969,719,381,587,375,647,469,653,378,132,6,6,91
1754382542.780632,719,381,588,375,647,469,653,378,131,6,6,91
1754382542.812265,719,381,587,375,647,469,653,378,132,6,6,91
1754382542.844913,719,381,588,374,647,469,653,377,131,7,6,92
1754382542.87981,719,381,588,375,647,469,653,378,131,6,6,91
1754382542.9134169,719,381,588,375,647,469,653,378,131,6,6,91
1754382542.94735,719,381,588,375,647,469,653,378,131,6,6,91
1754382542.980903,719,381,588,375,647,469,653,378,131,6,6,91
1754382543.013078,719,381,588,375,647,470,653,378,131,6,6,92
1754382543.045658,719,381,588,375,647,470,653,378,131,6,6,92
1754382543.080178,715,383,584,377,647,470,649,380,131,6,2,90
1754382543.112651,714,383,583,377,646,470,648,380,131,6,2,90
1754382543.14726,714,382,583,376,646,470,648,379,131,6,2,91
1754382543.179204,714,382,583,376,646,470,648,379,131,6,2,91
1754382543.2131991,713,382,583,376,646,470,648,379,130,6,2,91
1754382543.247073,714,382,583,376,646,470,648,379,131,6,2,91
1754382543.280224,714,382,583,376,646,470,648,379,131,6,2,91
1754382543.3129358,713,382,583,376,646,470,648,379,130,6,2,91
1754382543.3468711,713,382,583,376,646,470,648,379,130,6,2,91
1754382543.379532,714,382,583,376,646,470,648,379,131,6,2,91
1754382543.41182,714,382,583,376,646,470,648,379,131,6,2,91
1754382543.447841,714,382,583,376,646,470,648,379,131,6,2,91
1754382543.478464,714,382,583,375,646,469,648,378,131,7,2,91
1754382543.512955,714,382,583,375,646,469,648,378,131,7,2,91
1754382543.546009,714,381,584,375,646,469,649,378,130,6,3,91
1754382543.5787141,714,381,584,374,647,469,649,377,130,7,2,92
1754382543.612166,715,381,584,374,647,469,649,377,131,7,2,92
1754382543.6464481,714,381,584,374,647,469,649,377,130,7,2,92
1754382543.677055,714,381,584,375,647,469,649,378,130,6,2,91
1754382543.7116401,714,381,583,375,646,469,648,378,131,6,2,91
1754382543.746482,714,381,583,375,646,469,648,378,131,6,2,91
1754382543.7779179,713,381,582,375,645,469,647,378,131,6,2,91
1754382543.8208299,712,382,582,375,645,469,647,378,130,7,2,91
1754382543.885012,711,381,581,375,644,469,646,378,130,6,2,91
1754382543.9109828,711,381,580,375,644,469,645,378,131,6,1,91
1754382543.9427872,711,381,581,375,644,469,646,378,130,6,2,91
1754382543.9753711,711,381,581,376,644,469,646,378,130,5,2,91
1754382544.009665,711,381,580,376,644,469,645,378,131,5,1,91
1754382544.044218,712,381,580,376,644,469,646,378,132,5,2,91
1754382544.087532,712,381,580,376,644,469,646,378,132,5,2,91
1754382544.1121438,712,381,581,375,644,469,646,378,131,6,2,91
1754382544.143487,712,381,581,376,644,469,646,378,131,5,2,91
1754382544.1805491,712,381,580,376,644,469,646,378,132,5,2,91
1754382544.214373,712,381,581,376,644,469,646,378,131,5,2,91
1754382544.24531,716,380,585,376,644,469,650,378,131,4,6,91
1754382544.278326,716,380,585,376,644,469,650,378,131,4,6,91
1754382544.3140328,717,380,585,376,644,469,651,378,132,4,7,91
1754382544.346251,716,380,585,376,644,469,650,378,131,4,6,91
1754382544.3799438,716,381,585,376,644,469,650,378,131,5,6,91
1754382544.411378,716,380,585,376,644,469,650,378,131,4,6,91
1754382544.451303,717,380,586,376,644,469,651,378,131,4,7,91
1754382544.479276,716,380,586,376,645,469,651,378,130,4,6,91
1754382544.511061,717,380,586,376,645,469,651,378,131,4,6,91
1754382544.543179,717,381,586,376,645,469,651,378,131,5,6,91
1754382544.577207,717,380,587,375,645,469,652,377,130,5,7,92
1754382544.610708,717,380,587,375,645,469,652,377,130,5,7,92
1754382544.642685,718,380,587,375,645,469,652,377,131,5,7,92
1754382544.676045,718,380,587,375,645,469,652,377,131,5,7,92
1754382544.710706,717,380,586,376,645,469,651,378,131,4,6,91
1754382544.7428741,710,383,580,377,644,470,645,380,130,6,1,90
1754382544.775757,708,384,579,378,644,470,643,381,129,6,1,89
1754382544.80967,708,384,579,378,643,470,643,381,129,6,0,89
1754382544.8494852,707,383,578,378,642,470,642,380,129,5,0,90
1754382544.8756428,705,383,576,378,641,469,640,380,129,5,1,89
1754382544.915103,703,382,574,379,639,469,638,380,129,3,1,89
1754382544.947647,701,382,571,378,636,468,636,380,130,4,0,88
1754382544.977241,699,382,568,378,633,468,633,380,131,4,0,88
1754382545.012171,695,381,565,378,631,468,630,379,130,3,1,89
1754382545.0438201,693,382,563,378,628,467,628,380,130,4,0,87
1754382545.077178,690,381,561,378,625,467,625,379,129,3,0,88
1754382545.1131032,688,381,559,378,623,467,623,379,129,3,0,88
1754382545.145229,686,381,557,377,621,466,621,379,129,4,0,87
1754382545.1778948,685,381,556,378,620,467,620,379,129,3,0,88
1754382545.2138171,683,381,555,379,619,467,619,380,128,2,0,87
1754382545.2478452,683,382,554,379,618,468,618,380,129,3,0,88
1754382545.281125,682,383,554,380,617,468,618,381,128,3,1,87
1754382545.3142898,683,383,554,381,617,469,618,382,129,2,1,87
1754382545.3472772,682,385,554,381,616,470,618,383,128,4,2,87
1754382545.379099,682,386,554,382,616,471,618,384,128,4,2,87
1754382545.4129071,682,387,555,384,617,472,618,385,127,3,1,87
1754382545.4461162,682,388,556,385,618,473,619,386,126,3,1,87
1754382545.4789581,683,390,557,386,619,474,620,388,126,4,1,86
1754382545.5134761,686,393,561,388,620,476,623,390,125,5,3,86
1754382545.5470028,690,399,562,393,620,478,626,396,128,6,6,82
1754382545.580075,691,400,564,394,622,479,627,397,127,6,5,82
1754382545.611525,696,400,569,395,624,479,632,397,127,5,8,82
1754382545.64695,700,399,573,395,626,480,636,397,127,4,10,83
1754382545.678609,702,397,576,393,629,479,639,395,126,4,10,84
1754382545.7128499,704,397,578,393,631,479,641,395,126,4,10,84
1754382545.746117,708,397,581,393,634,480,644,395,127,4,10,85
