timestamp,frame,w,h,inter_ocular_px,scale_rel,eye_center_x,eye_center_y,face_center_x,face_center_y,offset_x_px,offset_y_px,offset_x_norm,offset_y_norm
1754900241.358399,951,640,480,175.908,1.0,191.682,217.028,192.608,213.416,-0.926,3.611,-0.005266,0.020529
1754900241.451471,952,640,480,175.872,1.0,192.047,217.875,192.919,214.326,-0.872,3.549,-0.004957,0.02018
1754900241.524054,953,640,480,175.004,1.0,192.881,217.963,193.809,214.418,-0.928,3.545,-0.005303,0.020259
1754900241.554445,954,640,480,174.005,1.0,192.52,219.986,193.555,216.567,-1.035,3.418,-0.005945,0.019645
1754900241.622001,955,640,480,176.161,1.0,192.734,221.383,193.582,217.789,-0.848,3.594,-0.004816,0.020401
1754900241.654641,956,640,480,174.448,1.0,192.137,221.572,193.139,218.093,-1.002,3.479,-0.005743,0.019944
1754900241.719488,957,640,480,174.975,1.0,191.297,223.043,192.221,219.429,-0.925,3.614,-0.005285,0.020652
1754900241.754836,958,640,480,173.385,1.0,190.238,223.182,191.241,219.538,-1.003,3.643,-0.005787,0.021014
1754900241.819208,959,640,480,172.698,1.0,189.622,223.51,190.528,219.982,-0.906,3.529,-0.005247,0.020433
1754900241.8516219,960,640,480,173.426,1.0,189.348,223.142,190.247,219.57,-0.899,3.572,-0.005183,0.020594
1754900241.9190772,961,640,480,171.248,1.0,188.832,225.226,189.716,221.806,-0.885,3.421,-0.005167,0.019975
1754900241.95041,962,640,480,171.777,1.0,187.935,226.951,188.765,223.431,-0.83,3.521,-0.004832,0.020495
1754900241.9838688,963,640,480,173.291,1.0,189.062,225.97,190.041,222.462,-0.98,3.508,-0.005654,0.020245
1754900242.053855,964,640,480,172.898,1.0,189.969,225.071,190.855,221.474,-0.886,3.597,-0.005125,0.020806
1754900242.082751,965,640,480,170.272,1.0,190.527,224.853,191.328,221.502,-0.801,3.352,-0.004701,0.019684
1754900242.152549,966,640,480,171.554,1.0,191.806,224.267,192.845,220.973,-1.04,3.293,-0.006061,0.019197
1754900242.18135,967,640,480,170.308,1.0,191.652,224.762,192.44,221.347,-0.789,3.415,-0.004631,0.020055
1754900242.2498949,968,640,480,169.657,1.0,194.583,224.876,195.382,221.411,-0.798,3.465,-0.004704,0.020422
1754900242.2815099,969,640,480,170.34,1.0,194.278,225.741,195.143,222.164,-0.866,3.576,-0.005082,0.020996
1754900242.350893,970,640,480,165.402,1.0,196.26,226.242,197.333,223.463,-1.073,2.779,-0.006489,0.016802
1754900242.38032,971,640,480,168.813,1.0,197.569,225.996,198.614,223.247,-1.044,2.749,-0.006186,0.016286
1754900242.449591,972,640,480,167.401,1.0,195.529,225.297,196.658,222.388,-1.129,2.909,-0.006744,0.017378
1754900242.4784992,973,640,480,167.752,1.0,197.241,224.101,198.277,221.019,-1.036,3.082,-0.006177,0.018374
1754900242.547578,974,640,480,169.413,1.0,195.987,223.006,196.997,219.724,-1.011,3.282,-0.005966,0.019375
1754900242.577415,975,640,480,168.293,1.0,196.296,221.634,197.108,218.268,-0.812,3.366,-0.004825,0.02
1754900242.6108959,976,640,480,170.542,1.0,197.031,219.451,197.857,216.053,-0.825,3.398,-0.00484,0.019926
1754900242.681328,977,640,480,171.916,1.0,198.337,217.672,199.007,214.236,-0.67,3.436,-0.003897,0.019987
1754900242.710328,978,640,480,168.575,1.0,200.228,218.239,200.83,215.022,-0.602,3.218,-0.003569,0.019087
1754900242.779876,979,640,480,170.46,1.0,199.844,217.492,200.833,214.21,-0.988,3.282,-0.005798,0.019254
1754900242.808966,980,640,480,171.49,1.0,197.892,217.39,198.907,214.19,-1.015,3.201,-0.00592,0.018665
1754900242.8790889,981,640,480,172.351,1.0,196.977,215.682,198.029,212.232,-1.052,3.451,-0.006103,0.020022
1754900242.907295,982,640,480,170.468,1.0,197.692,213.18,198.839,209.687,-1.146,3.493,-0.006724,0.020488
1754900242.976269,983,640,480,167.417,1.0,197.141,211.135,198.443,207.645,-1.302,3.491,-0.007776,0.020851
1754900243.0088289,984,640,480,169.972,1.0,196.544,208.714,197.727,205.215,-1.183,3.499,-0.006961,0.020589
1754900243.0758731,985,640,480,170.115,1.0,192.608,207.821,193.87,204.335,-1.262,3.486,-0.007419,0.020492
1754900243.107114,986,640,480,171.392,1.0,189.702,204.245,190.932,200.404,-1.231,3.841,-0.00718,0.022412
1754900243.175085,987,640,480,167.219,1.0,190.608,202.573,191.875,198.969,-1.267,3.604,-0.007577,0.021555
1754900243.205328,988,640,480,168.294,1.0,190.214,202.64,191.22,199.118,-1.006,3.522,-0.005979,0.020926
1754900243.238925,989,640,480,166.95,1.0,192.466,199.441,193.595,195.827,-1.129,3.614,-0.00676,0.021647
1754900243.307241,990,640,480,168.727,1.0,194.492,199.086,195.726,195.645,-1.233,3.44,-0.00731,0.02039
1754900243.335933,991,640,480,170.058,1.0,195.913,196.709,197.018,193.052,-1.104,3.657,-0.006495,0.021506
1754900243.407346,992,640,480,169.167,1.0,197.739,195.659,198.908,192.334,-1.17,3.325,-0.006915,0.019658
1754900243.43628,993,640,480,169.291,1.0,199.361,195.367,200.586,191.976,-1.225,3.391,-0.007235,0.020028
1754900243.506196,994,640,480,170.927,1.0,200.72,194.975,201.881,191.518,-1.161,3.457,-0.006793,0.020223
1754900243.5348039,995,640,480,170.495,1.0,201.041,195.176,202.089,191.747,-1.048,3.43,-0.006149,0.020117
1754900243.6062279,996,640,480,169.81,1.0,201.299,194.552,202.321,191.084,-1.022,3.468,-0.006019,0.020423
1754900243.63112,997,640,480,170.783,1.0,202.543,194.402,203.61,191.017,-1.067,3.385,-0.006246,0.019822
1754900243.703136,998,640,480,171.114,1.0,203.084,193.952,204.165,190.447,-1.082,3.505,-0.006322,0.020485
1754900243.732608,999,640,480,169.902,1.0,203.779,193.637,204.971,190.285,-1.192,3.352,-0.007017,0.019728
1754900243.803534,1000,640,480,169.706,1.0,205.085,192.475,206.298,189.056,-1.213,3.418,-0.007147,0.020142
1754900243.830983,1001,640,480,169.574,1.0,205.663,192.408,206.685,188.99,-1.023,3.419,-0.00603,0.020161
1754900243.865369,1002,640,480,169.075,1.0,205.594,192.409,206.741,188.921,-1.148,3.488,-0.006789,0.020632
1754900243.936063,1003,640,480,168.267,1.0,208.236,193.377,209.286,189.878,-1.05,3.498,-0.006243,0.020791
1754900243.96495,1004,640,480,168.686,1.0,213.566,194.777,214.461,191.492,-0.896,3.286,-0.00531,0.019477
1754900244.034349,1005,640,480,166.04,1.0,219.687,193.216,220.447,189.9,-0.76,3.316,-0.004578,0.019971
1754900244.0636969,1006,640,480,168.816,1.0,230.41,190.63,230.905,187.515,-0.495,3.116,-0.00293,0.018457
1754900244.1326451,1007,640,480,166.656,1.0,239.82,187.089,240.439,184.07,-0.619,3.019,-0.003716,0.018113
1754900244.161383,1008,640,480,167.543,1.0,251.99,185.79,252.513,182.783,-0.522,3.007,-0.003116,0.017948
1754900244.231113,1009,640,480,167.982,1.0,263.125,186.385,263.689,183.444,-0.564,2.942,-0.003357,0.017511
1754900244.260003,1010,640,480,167.779,1.0,268.871,186.858,269.126,183.814,-0.255,3.044,-0.001517,0.018141
1754900244.329631,1011,640,480,167.283,1.0,273.743,187.154,274.209,184.19,-0.466,2.964,-0.002783,0.017719
1754900244.359048,1012,640,480,168.346,1.0,277.154,185.94,277.49,182.844,-0.336,3.096,-0.001998,0.018391
1754900244.430084,1013,640,480,168.482,1.0,282.095,181.656,282.501,178.696,-0.406,2.961,-0.00241,0.017572
1754900244.459393,1014,640,480,169.34,1.0,285.605,178.384,285.988,175.545,-0.384,2.839,-0.002266,0.016765
1754900244.492811,1015,640,480,168.673,1.0,285.111,176.3,285.58,173.079,-0.469,3.221,-0.002782,0.019097
1754900244.560794,1016,640,480,165.981,1.0,283.499,177.508,283.934,174.608,-0.435,2.9,-0.002622,0.017472
1754900244.593005,1017,640,480,167.461,1.0,280.262,179.895,280.952,177.064,-0.69,2.831,-0.004121,0.016907
1754900244.65975,1018,640,480,169.784,1.0,277.72,179.596,278.499,176.719,-0.779,2.877,-0.00459,0.016945
1754900244.690669,1019,640,480,169.23,1.0,278.127,175.459,278.808,172.336,-0.681,3.122,-0.004022,0.018449
1754900244.7596312,1020,640,480,171.426,1.0,274.994,173.005,275.894,169.895,-0.901,3.11,-0.005253,0.018143
1754900244.7889988,1021,640,480,172.428,1.0,273.833,172.051,274.782,168.823,-0.949,3.228,-0.005506,0.01872
1754900244.860129,1022,640,480,172.734,1.0,273.261,171.603,274.181,168.478,-0.92,3.126,-0.005327,0.018096
1754900244.887254,1023,640,480,171.544,1.0,273.124,170.695,273.846,167.413,-0.723,3.282,-0.004212,0.019134
1754900244.9569101,1024,640,480,171.688,1.0,272.272,171.15,273.145,168.027,-0.873,3.123,-0.005087,0.018192
1754900244.988821,1025,640,480,172.326,1.0,270.374,172.306,271.255,169.049,-0.881,3.257,-0.005113,0.018898
1754900245.056973,1026,640,480,171.267,1.0,267.727,173.302,268.801,170.29,-1.074,3.012,-0.006272,0.017587
1754900245.0892491,1027,640,480,170.463,1.0,264.437,173.626,265.539,170.62,-1.103,3.006,-0.00647,0.017634
1754900245.152849,1028,640,480,169.999,1.0,263.892,172.502,264.867,169.155,-0.975,3.346,-0.005735,0.019684
1754900245.1858299,1029,640,480,172.498,1.0,261.874,172.719,262.932,169.452,-1.058,3.268,-0.006136,0.018943
1754900245.2192929,1030,640,480,171.526,1.0,258.419,172.872,259.563,169.664,-1.144,3.208,-0.006669,0.018703
1754900245.286465,1031,640,480,171.017,1.0,257.105,173.294,258.167,169.943,-1.062,3.35,-0.006209,0.019591
1754900245.3169029,1032,640,480,171.122,1.0,257.214,171.344,258.214,167.925,-1.0,3.419,-0.005847,0.019981
1754900245.386629,1033,640,480,170.167,1.0,257.127,169.629,258.201,166.077,-1.073,3.552,-0.006306,0.020873
1754900245.4157598,1034,640,480,171.461,1.0,255.171,169.381,256.391,165.925,-1.22,3.456,-0.007117,0.020159
1754900245.485006,1035,640,480,172.565,1.0,253.006,169.846,254.182,166.557,-1.176,3.288,-0.006816,0.019055
1754900245.516002,1036,640,480,173.102,1.0,250.018,171.553,251.153,168.232,-1.136,3.321,-0.00656,0.019185
1754900245.5856981,1037,640,480,173.283,1.0,248.541,172.085,249.544,168.705,-1.002,3.38,-0.005785,0.019508
1754900245.615037,1038,640,480,173.119,1.0,247.486,169.968,248.575,166.375,-1.089,3.593,-0.006288,0.020753
1754900245.7509382,1039,640,480,172.728,1.0,244.532,170.241,245.73,166.694,-1.198,3.547,-0.006933,0.020534
1754900245.775383,1040,640,480,172.494,1.0,239.78,171.812,240.963,168.296,-1.183,3.516,-0.006859,0.020386
1754900245.809817,1041,640,480,173.492,1.0,237.491,172.58,238.583,168.784,-1.092,3.796,-0.006295,0.021879
1754900245.842199,1042,640,480,174.134,1.0,236.788,172.458,237.908,168.741,-1.12,3.718,-0.006432,0.02135
1754900245.912192,1043,640,480,171.805,1.0,239.063,168.913,240.181,165.076,-1.119,3.838,-0.006511,0.022338
1754900245.943975,1044,640,480,173.396,1.0,236.471,169.148,237.726,165.469,-1.255,3.679,-0.00724,0.021216
1754900246.013039,1045,640,480,172.698,1.0,234.843,172.88,236.126,169.539,-1.283,3.341,-0.007431,0.019345
1754900246.0439968,1046,640,480,176.098,1.0,233.562,174.093,234.693,170.436,-1.131,3.657,-0.00642,0.020765
1754900246.1107771,1047,640,480,174.437,1.0,233.595,173.541,234.652,170.043,-1.057,3.498,-0.00606,0.020053
1754900246.1439512,1048,640,480,172.735,1.0,232.403,172.729,233.608,169.005,-1.206,3.725,-0.006982,0.021563
1754900246.210687,1049,640,480,171.599,1.0,228.227,174.39,229.622,170.798,-1.395,3.592,-0.008132,0.020932
1754900246.2413409,1050,640,480,171.254,1.0,226.722,177.455,228.008,174.043,-1.286,3.411,-0.007508,0.019918
1754900246.309887,1051,640,480,171.514,1.0,225.96,179.05,227.249,175.41,-1.289,3.64,-0.007516,0.02122
1754900246.4731991,1052,640,480,171.789,1.0,230.108,173.824,231.074,170.053,-0.965,3.771,-0.00562,0.02195
1754900246.5351481,1053,640,480,172.455,1.0,230.817,171.917,231.885,168.353,-1.068,3.564,-0.006191,0.020667
1754900246.568672,1054,640,480,172.14,1.0,235.208,169.052,236.243,165.329,-1.034,3.724,-0.006009,0.021632
1754900246.6334798,1055,640,480,170.151,1.0,235.337,168.438,236.464,164.795,-1.126,3.643,-0.00662,0.021412
1754900246.666715,1056,640,480,170.84,1.0,236.587,167.568,237.653,163.912,-1.065,3.656,-0.006235,0.021398
1754900246.736819,1057,640,480,170.567,1.0,239.004,166.215,240.159,162.435,-1.155,3.78,-0.006769,0.022164
1754900246.7690501,1058,640,480,169.693,1.0,240.489,165.545,241.659,162.016,-1.17,3.529,-0.006894,0.020797
1754900246.836885,1059,640,480,170.82,1.0,240.863,165.461,241.93,161.876,-1.067,3.585,-0.006245,0.020989
1754900246.86906,1060,640,480,169.795,1.0,241.924,168.075,243.018,164.764,-1.094,3.311,-0.006442,0.019498
1754900246.9307551,1061,640,480,171.695,1.0,241.27,167.994,242.257,164.302,-0.988,3.692,-0.005752,0.021504
1754900246.9715672,1062,640,480,169.367,1.0,240.725,168.283,241.75,164.629,-1.024,3.655,-0.006047,0.021578
1754900247.035647,1063,640,480,171.591,1.0,241.516,167.58,242.46,163.954,-0.944,3.625,-0.005501,0.021128
1754900247.06562,1064,640,480,170.924,1.0,240.164,168.261,241.187,164.598,-1.023,3.662,-0.005987,0.021426
1754900247.0990138,1065,640,480,170.079,1.0,239.772,168.689,240.649,165.279,-0.877,3.41,-0.005155,0.020048
1754900247.168999,1066,640,480,169.116,1.0,239.45,169.043,240.496,165.466,-1.046,3.577,-0.006186,0.021149
1754900247.196618,1067,640,480,169.462,1.0,239.708,169.233,240.64,165.795,-0.932,3.439,-0.0055,0.020293
1754900247.267832,1068,640,480,170.722,1.0,238.727,169.683,239.827,166.244,-1.1,3.439,-0.006446,0.020146
1754900247.296692,1069,640,480,170.758,1.0,234.997,171.626,236.126,167.911,-1.129,3.715,-0.006614,0.021756
1754900247.366545,1070,640,480,170.663,1.0,229.158,174.517,230.299,171.15,-1.141,3.367,-0.006686,0.01973
1754900247.3960488,1071,640,480,168.163,1.0,217.558,184.369,219.028,181.086,-1.471,3.283,-0.008745,0.01952
1754900247.467133,1072,640,480,167.917,1.0,206.446,195.013,207.984,191.54,-1.538,3.473,-0.009157,0.020685
1754900247.494327,1073,640,480,168.167,1.0,193.683,210.352,195.451,206.737,-1.768,3.615,-0.010514,0.021496
1754900247.56395,1074,640,480,166.755,1.0,184.714,225.287,185.727,221.446,-1.013,3.841,-0.006077,0.023031
1754900247.5929961,1075,640,480,169.714,1.0,179.792,228.09,180.357,224.39,-0.565,3.7,-0.00333,0.0218
1754900247.661643,1076,640,480,168.714,1.0,179.651,229.633,180.421,226.09,-0.77,3.543,-0.004563,0.021001
1754900247.693226,1077,640,480,170.301,1.0,180.661,228.933,181.405,225.128,-0.744,3.804,-0.004369,0.02234
1754900247.726878,1078,640,480,167.706,1.0,182.054,229.609,182.921,225.993,-0.867,3.616,-0.005171,0.021559
1754900247.79675,1079,640,480,169.447,1.0,183.781,230.384,184.554,226.637,-0.773,3.747,-0.00456,0.022115
1754900247.8251321,1080,640,480,170.713,1.0,183.652,229.621,184.483,226.02,-0.831,3.601,-0.004868,0.021094
1754900247.894876,1081,640,480,171.265,1.0,183.525,228.994,184.21,225.316,-0.685,3.677,-0.004001,0.021472
1754900247.9372318,1082,640,480,170.577,1.0,184.257,227.077,184.879,223.441,-0.622,3.635,-0.003647,0.021311
1754900247.98685,1083,640,480,172.028,1.0,184.016,223.724,184.656,219.977,-0.641,3.747,-0.003724,0.021783
1754900248.020093,1084,640,480,171.402,1.0,184.19,223.079,184.846,219.444,-0.655,3.635,-0.003823,0.021206
1754900248.0902941,1085,640,480,170.962,1.0,183.912,224.055,184.579,220.545,-0.667,3.51,-0.003903,0.020529
1754900248.121909,1086,640,480,171.973,1.0,184.421,223.686,184.86,220.048,-0.439,3.638,-0.002555,0.021157
1754900248.1918662,1087,640,480,171.218,1.0,184.73,223.871,185.306,220.428,-0.576,3.444,-0.003363,0.020113
1754900248.219745,1088,640,480,173.035,1.0,186.005,223.255,186.43,219.606,-0.425,3.649,-0.002454,0.021086
1754900248.2905128,1089,640,480,171.6,1.0,188.0,221.768,188.514,218.221,-0.514,3.547,-0.002995,0.020672
1754900248.317931,1090,640,480,172.802,1.0,190.591,219.969,191.255,216.357,-0.664,3.612,-0.003842,0.0209
1754900248.3541682,1091,640,480,172.501,1.0,190.214,220.587,190.758,217.179,-0.544,3.408,-0.003153,0.019759
1754900248.424149,1092,640,480,173.662,1.0,191.739,219.861,192.215,216.288,-0.476,3.573,-0.002741,0.020575
1754900248.45079,1093,640,480,171.994,1.0,192.958,218.928,193.422,215.503,-0.464,3.425,-0.002698,0.019916
1754900248.5194418,1094,640,480,172.751,1.0,193.824,217.661,194.453,214.121,-0.629,3.54,-0.003642,0.020491
1754900248.553162,1095,640,480,172.187,1.0,193.416,217.114,194.067,213.71,-0.651,3.404,-0.003781,0.019769
1754900248.621252,1096,640,480,172.392,1.0,193.429,218.204,194.026,214.776,-0.597,3.428,-0.003461,0.019883
1754900248.650288,1097,640,480,171.637,1.0,193.809,218.346,194.339,214.91,-0.53,3.437,-0.00309,0.020023
1754900248.7187788,1098,640,480,173.131,1.0,193.488,217.101,194.041,213.61,-0.553,3.491,-0.003194,0.020166
1754900248.749526,1099,640,480,171.287,1.0,194.298,216.577,194.909,213.05,-0.611,3.527,-0.003566,0.020592
1754900248.818905,1100,640,480,172.599,1.0,193.734,216.631,194.39,213.218,-0.656,3.413,-0.003802,0.019774
1754900248.84715,1101,640,480,172.202,1.0,193.631,217.276,194.126,213.789,-0.495,3.487,-0.002874,0.020252
1754900248.918968,1102,640,480,170.413,1.0,193.915,217.191,194.514,213.818,-0.599,3.373,-0.003512,0.019795
1754900248.94687,1103,640,480,173.266,1.0,193.619,216.57,194.098,212.93,-0.48,3.64,-0.002768,0.021009
1754900248.9827468,1104,640,480,172.657,1.0,194.677,215.503,195.344,212.012,-0.667,3.491,-0.003863,0.020221
1754900249.051435,1105,640,480,172.526,1.0,195.932,214.115,196.556,210.571,-0.624,3.544,-0.003617,0.020542
1754900249.091178,1106,640,480,172.087,1.0,196.509,213.204,197.174,209.544,-0.665,3.66,-0.003866,0.021266
1754900249.145804,1107,640,480,170.982,1.0,195.491,215.628,196.066,212.549,-0.576,3.079,-0.003366,0.018006
1754900249.178166,1108,640,480,171.767,1.0,194.509,216.268,194.869,212.801,-0.36,3.467,-0.002097,0.020186
1754900249.2453709,1109,640,480,170.602,1.0,195.498,216.052,196.079,212.615,-0.581,3.437,-0.003407,0.020146
1754900249.2781088,1110,640,480,172.083,1.0,195.581,215.285,196.185,211.913,-0.604,3.372,-0.003511,0.019596
1754900249.3479931,1111,640,480,173.692,1.0,195.406,215.195,195.962,211.735,-0.556,3.46,-0.0032,0.01992
1754900249.375113,1112,640,480,169.631,1.0,195.182,216.679,195.598,213.283,-0.415,3.396,-0.002449,0.020019
1754900249.4462311,1113,640,480,172.297,1.0,196.623,215.254,197.37,211.708,-0.747,3.546,-0.004336,0.020579
1754900249.4752471,1114,640,480,172.535,1.0,197.252,215.156,197.76,211.602,-0.508,3.554,-0.002944,0.020599
1754900249.5451121,1115,640,480,170.746,1.0,197.518,214.532,198.056,211.001,-0.538,3.531,-0.003148,0.020681
1754900249.573526,1116,640,480,170.259,1.0,197.662,214.626,198.188,211.151,-0.525,3.476,-0.003086,0.020414
1754900249.604195,1117,640,480,170.244,1.0,197.592,214.54,198.156,211.022,-0.564,3.519,-0.003314,0.020668
1754900249.6759338,1118,640,480,169.052,1.0,198.109,213.353,198.583,209.95,-0.475,3.403,-0.002808,0.020132
1754900249.768481,1119,640,480,168.343,1.0,196.31,214.053,196.925,210.633,-0.615,3.42,-0.00365,0.020313
1754900249.802581,1120,640,480,169.645,1.0,197.581,214.587,197.939,211.339,-0.359,3.248,-0.002114,0.019147
1754900249.867976,1121,640,480,169.066,1.0,199.523,214.364,199.923,211.042,-0.4,3.322,-0.002364,0.019647
1754900249.9030771,1122,640,480,167.746,1.0,199.233,213.268,199.809,210.06,-0.577,3.208,-0.003438,0.019124
1754900249.967514,1123,640,480,168.01,1.0,199.792,213.5,200.157,210.169,-0.365,3.331,-0.002173,0.019826
1754900250.000384,1124,640,480,169.546,1.0,201.193,213.071,201.56,209.691,-0.368,3.38,-0.00217,0.019937
1754900250.065975,1125,640,480,169.012,1.0,201.152,213.14,201.588,209.919,-0.437,3.221,-0.002585,0.01906
1754900250.102935,1126,640,480,168.953,1.0,202.057,213.135,202.274,209.618,-0.218,3.517,-0.001287,0.020816
1754900250.168989,1127,640,480,168.497,1.0,203.645,212.703,203.912,209.348,-0.267,3.355,-0.001587,0.019909
1754900250.201911,1128,640,480,168.383,1.0,203.373,212.22,203.809,208.757,-0.436,3.463,-0.002589,0.020566
1754900250.233577,1129,640,480,168.347,1.0,203.794,211.711,204.162,208.321,-0.368,3.39,-0.002184,0.020136
1754900250.302738,1130,640,480,168.02,1.0,203.855,210.564,204.119,207.079,-0.264,3.485,-0.001573,0.020744
1754900250.333951,1131,640,480,169.225,1.0,203.993,211.27,204.259,207.794,-0.266,3.476,-0.001569,0.020541
1754900250.403999,1132,640,480,171.163,1.0,202.459,209.888,202.84,206.427,-0.381,3.462,-0.002228,0.020225
1754900250.432885,1133,640,480,170.704,1.0,202.033,209.27,202.371,205.798,-0.338,3.472,-0.001978,0.020342
1754900250.5025501,1134,640,480,169.912,1.0,199.148,210.263,199.677,206.744,-0.53,3.519,-0.003117,0.020712
1754900250.530047,1135,640,480,171.514,1.0,197.084,211.827,197.497,208.255,-0.413,3.572,-0.002408,0.020826
1754900250.593941,1136,640,480,172.2,1.0,195.329,213.229,195.574,209.539,-0.245,3.689,-0.001421,0.021424
1754900250.632181,1137,640,480,170.75,1.0,195.662,212.404,195.888,209.072,-0.226,3.333,-0.001323,0.019517
1754900250.696471,1138,640,480,170.573,1.0,195.553,212.724,195.827,209.361,-0.274,3.363,-0.001608,0.019713
1754900250.728899,1139,640,480,169.944,1.0,195.462,213.08,195.744,209.41,-0.281,3.67,-0.001656,0.021594
1754900250.798574,1140,640,480,169.373,1.0,195.824,213.756,196.142,210.071,-0.318,3.684,-0.001878,0.021753
1754900250.835854,1141,640,480,169.256,1.0,195.794,214.842,196.156,211.259,-0.362,3.583,-0.002138,0.021168
1754900250.894145,1142,640,480,170.261,1.0,194.957,215.417,195.272,211.789,-0.314,3.628,-0.001845,0.021309
1754900250.9273221,1143,640,480,170.152,1.0,195.031,215.997,195.406,212.438,-0.375,3.559,-0.002202,0.020919
1754900250.96041,1144,640,480,169.84,1.0,195.891,215.597,196.303,212.082,-0.412,3.515,-0.002423,0.020697
1754900251.0308301,1145,640,480,169.572,1.0,196.72,214.364,197.133,210.866,-0.413,3.498,-0.002434,0.02063
1754900251.0577102,1146,640,480,171.249,1.0,197.372,215.696,197.672,212.003,-0.299,3.694,-0.001746,0.021569
1754900251.12859,1147,640,480,170.871,1.0,198.262,216.115,198.75,212.345,-0.488,3.769,-0.002857,0.02206
1754900251.157587,1148,640,480,171.672,1.0,197.721,216.821,198.047,212.943,-0.326,3.877,-0.001897,0.022586
1754900251.225694,1149,640,480,171.974,1.0,197.924,215.834,198.292,212.051,-0.369,3.783,-0.002143,0.021998
1754900251.2573981,1150,640,480,172.144,1.0,196.469,215.504,196.863,211.516,-0.394,3.988,-0.002287,0.023166
1754900251.327105,1151,640,480,172.416,1.0,195.328,214.822,195.622,210.889,-0.294,3.933,-0.001703,0.022813
1754900251.355191,1152,640,480,172.478,1.0,195.349,214.849,195.697,210.959,-0.348,3.89,-0.002016,0.022554
1754900251.4262521,1153,640,480,171.337,1.0,195.364,216.103,195.783,212.548,-0.419,3.555,-0.002445,0.020747
1754900251.4553149,1154,640,480,172.318,1.0,194.633,219.051,195.24,215.46,-0.608,3.591,-0.003527,0.020841
1754900251.5245938,1155,640,480,168.821,1.0,192.751,220.959,193.67,217.675,-0.919,3.283,-0.005441,0.019449
1754900251.554137,1156,640,480,168.828,1.0,190.548,225.032,191.281,221.652,-0.733,3.38,-0.004339,0.020022
1754900251.587518,1157,640,480,169.244,1.0,190.577,227.066,191.221,223.514,-0.644,3.551,-0.003808,0.020984
1754900251.658968,1158,640,480,168.231,1.0,191.177,228.375,191.923,225.047,-0.745,3.328,-0.00443,0.019783
1754900251.691914,1159,640,480,166.246,1.0,191.485,228.484,192.232,224.881,-0.747,3.603,-0.004496,0.021673
1754900251.753899,1160,640,480,167.149,1.0,189.017,231.547,189.959,228.277,-0.942,3.27,-0.005639,0.019561
1754900251.78594,1161,640,480,165.596,1.0,188.89,235.891,189.894,232.769,-1.004,3.122,-0.006063,0.018856
1754900251.853622,1162,640,480,166.115,1.0,186.659,238.303,187.483,235.0,-0.824,3.303,-0.004961,0.019882
1754900251.885119,1163,640,480,164.861,1.0,186.062,240.67,187.044,237.447,-0.981,3.223,-0.005953,0.019549
1754900251.95485,1164,640,480,163.202,1.0,183.313,241.674,184.28,238.163,-0.967,3.512,-0.005928,0.021518
1754900251.9834619,1165,640,480,162.263,1.0,181.139,243.295,182.186,239.996,-1.047,3.299,-0.006451,0.02033
1754900252.0532181,1166,640,480,163.234,1.0,178.288,246.376,179.365,242.888,-1.078,3.488,-0.006601,0.021371
1754900252.0825589,1167,640,480,160.744,1.0,177.143,248.469,178.251,244.975,-1.109,3.494,-0.006896,0.021735
1754900252.152123,1168,640,480,160.86,1.0,174.369,253.116,175.623,249.719,-1.255,3.397,-0.0078,0.02112
1754900252.179486,1169,640,480,159.944,1.0,171.433,255.432,172.339,251.767,-0.905,3.665,-0.005661,0.022917
1754900252.214196,1170,640,480,159.82,1.0,169.762,257.148,170.787,253.538,-1.025,3.611,-0.006413,0.022592
1754900252.280923,1171,640,480,160.234,1.0,167.604,259.345,168.609,255.668,-1.004,3.677,-0.006267,0.022948
1754900252.312974,1172,640,480,159.343,1.0,168.142,259.275,169.103,255.748,-0.961,3.527,-0.006033,0.022134
1754900252.38274,1173,640,480,161.101,1.0,167.342,258.956,168.325,255.328,-0.984,3.628,-0.006107,0.022521
1754900252.412383,1174,640,480,160.24,1.0,168.088,259.751,168.959,256.197,-0.871,3.554,-0.005433,0.022182
1754900252.483455,1175,640,480,160.576,1.0,167.836,259.833,168.733,256.331,-0.898,3.502,-0.00559,0.021806
1754900252.5114722,1176,640,480,160.268,1.0,167.411,261.349,168.311,257.742,-0.9,3.607,-0.005615,0.022505
1754900252.5822,1177,640,480,160.425,1.0,167.439,261.059,168.32,257.376,-0.881,3.683,-0.005491,0.022957
1754900252.6099389,1178,640,480,161.856,1.0,167.819,259.769,168.821,256.183,-1.003,3.586,-0.006194,0.022155
1754900252.680408,1179,640,480,160.508,1.0,167.994,260.293,168.952,256.671,-0.958,3.621,-0.00597,0.022561
1754900252.709538,1180,640,480,160.887,1.0,167.689,259.925,168.592,256.295,-0.903,3.63,-0.005613,0.022562
1754900252.780498,1181,640,480,161.716,1.0,167.553,260.424,168.431,256.86,-0.878,3.564,-0.005428,0.022039
1754900252.807671,1182,640,480,159.817,1.0,167.966,260.772,168.868,257.083,-0.902,3.689,-0.005645,0.023084
1754900252.840908,1183,640,480,159.747,1.0,167.87,261.327,168.779,257.687,-0.909,3.641,-0.005692,0.022791
1754900252.912464,1184,640,480,161.126,1.0,167.732,260.691,168.666,257.088,-0.934,3.603,-0.005794,0.022363
1754900252.940062,1185,640,480,161.826,1.0,167.811,261.266,168.643,257.683,-0.832,3.583,-0.005141,0.022141
