frame,timestamp,left_eye_x,left_eye_y,right_eye_x,right_eye_y,target_x,target_y,is_moving,eye_sync_score,movement_phase,reaction_detected,reaction_time
30,1.690913200378418,938,381,745,366,414,173,True,1.0,1,False,
31,1.7275640964508057,938,379,746,363,423,177,True,1.0,1,False,
32,1.759352207183838,938,375,746,359,431,182,True,0.9846578253840005,1,True,0.4047861099243164
33,1.825026273727417,937,372,746,355,451,191,True,1.0,1,True,0.4704601764678955
34,1.8898539543151855,936,370,745,353,473,203,True,1.0,1,False,
35,1.925793170928955,935,370,743,353,486,209,True,1.0,1,False,
36,1.9602131843566895,933,370,741,352,499,216,True,1.0,1,False,
37,2.0240509510040283,932,371,740,353,527,230,True,1.0,1,False,
38,2.058117151260376,932,372,740,353,542,238,True,1.0,1,False,
39,2.0942139625549316,932,372,739,352,560,247,True,1.0,1,False,
40,2.127939224243164,932,371,739,350,577,256,True,1.0,1,False,
41,2.192761182785034,932,370,738,350,612,274,True,1.0,1,False,
42,2.2247471809387207,932,369,739,349,630,283,True,1.0,1,False,
43,2.2594172954559326,932,369,738,349,651,294,True,1.0,1,False,
44,2.291642189025879,932,369,738,350,671,304,True,1.0,1,False,
45,2.326180934906006,932,369,738,350,693,315,True,1.0,1,False,
46,2.3603720664978027,933,368,738,350,716,327,True,1.0,1,False,
47,2.392437219619751,933,367,738,349,738,338,True,1.0,1,False,
48,2.455937147140503,934,367,739,349,783,361,True,1.0,1,False,
49,2.4958841800689697,935,366,740,349,813,377,True,1.0,1,False,
50,2.5608201026916504,937,366,742,349,864,403,True,1.0,1,False,
51,2.624803304672241,939,366,745,350,914,428,True,1.0,1,False,
52,2.658689022064209,941,367,748,351,939,441,True,1.0,1,False,
53,2.692337989807129,943,368,750,352,963,453,True,1.0,1,False,
54,2.7290241718292236,945,369,752,353,989,466,True,1.0,1,False,
55,2.7932581901550293,947,370,753,354,1031,488,True,1.0,1,False,
56,2.8590872287750244,947,370,754,355,1072,509,True,1.0,1,False,
57,2.89365816116333,947,371,754,355,1092,519,True,1.0,1,False,
58,2.9274439811706543,948,371,755,355,1111,529,True,1.0,1,False,
59,2.9599192142486572,948,371,755,355,1129,538,True,1.0,1,False,
60,2.994835138320923,948,372,756,356,1147,547,True,1.0,1,False,
61,3.02777099609375,948,373,757,356,1163,555,True,1.0,1,False,
62,3.0639150142669678,949,373,757,357,1180,564,True,1.0,1,False,
63,3.1291651725769043,950,374,759,358,1209,579,True,1.0,1,False,
64,3.1615030765533447,952,375,762,360,1222,585,True,1.0,1,False,
65,3.195594072341919,955,376,766,361,1235,592,True,1.0,1,False,
66,3.260463237762451,958,378,770,363,1258,604,True,1.0,1,False,
67,3.3029701709747314,962,379,775,364,1271,610,True,1.0,1,False,
68,3.358607292175293,967,380,780,365,1286,618,True,0.9922778767136677,1,False,
69,3.3960280418395996,972,381,785,365,1296,623,True,1.0,1,False,
70,3.4304261207580566,976,381,790,366,1303,627,True,1.0,1,False,
71,3.4939279556274414,981,382,795,366,1316,633,True,1.0,1,False,
72,3.529339075088501,985,383,799,367,1321,636,True,1.0,1,False,
73,3.5613110065460205,987,384,802,368,1326,638,True,1.0,1,False,
74,3.59724497795105,989,384,804,369,1330,641,True,1.0,1,False,
75,3.633151054382324,993,385,807,369,1333,642,True,1.0,1,False,
76,3.6967408657073975,997,384,812,369,1337,644,True,0.9872411207126471,1,False,
77,3.730295181274414,1002,384,816,369,1337,644,True,1.0,1,False,
78,3.7932231426239014,1008,384,822,369,377,154,False,1.0,1,False,
79,3.827965021133423,1012,384,827,369,377,154,False,1.0,1,False,
80,3.8666510581970215,1015,384,831,369,377,154,False,1.0,1,False,
81,3.92775297164917,1015,384,832,369,377,154,False,1.0,1,False,
82,3.9594602584838867,1014,383,831,368,377,154,False,1.0,1,False,
83,3.998436212539673,1011,382,829,367,377,154,False,1.0,1,False,
84,4.058988094329834,1006,380,823,365,377,154,False,0.9992058474679614,1,False,
85,4.094370126724243,998,378,814,362,377,154,False,0.9994801143396996,1,False,
86,4.129324197769165,991,375,807,358,377,154,False,1.0,1,False,
87,4.16296911239624,985,373,799,355,377,154,False,1.0,1,False,
88,4.195917129516602,980,371,793,353,377,154,False,1.0,1,False,
89,4.228003263473511,978,370,790,352,377,154,False,1.0,1,False,
90,4.294641971588135,978,371,791,353,377,154,False,1.0,1,False,
91,4.330547094345093,978,373,792,355,377,154,False,1.0,1,False,
92,4.3975419998168945,980,376,793,358,377,154,False,1.0,1,False,
93,4.43114709854126,981,378,795,360,377,154,False,1.0,1,False,
94,4.495980262756348,982,381,796,362,377,154,False,1.0,1,False,
95,4.531772136688232,983,383,797,363,377,154,False,1.0,1,False,
96,4.597185134887695,985,384,799,364,377,154,False,1.0,1,False,
97,4.629976272583008,986,384,800,365,377,154,False,1.0,1,False,
98,4.689764976501465,988,384,801,365,1338,645,True,1.0,2,False,
99,4.7307212352752686,990,383,802,366,1337,644,True,1.0,2,False,
100,4.769214153289795,992,383,803,367,1335,644,True,1.0,2,False,
101,4.828917026519775,994,382,804,367,1331,642,True,1.0,2,False,
102,4.866218090057373,998,381,808,367,1327,641,True,0.9547999801154153,2,False,
103,4.900017023086548,1003,380,812,368,1322,640,True,0.9967290481146759,2,False,
104,4.932557106018066,1007,380,817,368,1317,638,True,1.0,2,True,0.24279212951660156
105,4.996707201004028,1014,380,825,371,1305,634,True,0.9867890916993085,2,True,0.3069422245025635
106,5.032886028289795,1026,383,837,375,1297,632,True,0.9982938034573259,2,True,0.3431210517883301
107,5.0980870723724365,1043,388,854,382,1280,626,True,0.9946917938265512,2,True,0.4083220958709717
108,5.162919998168945,1063,393,875,390,1261,620,True,0.9958432837190812,2,True,0.47315502166748047
109,5.19845724105835,1086,399,899,398,1249,616,True,0.9838699100999074,2,False,
110,5.231771945953369,1106,403,920,403,1237,613,True,1.0,2,False,
111,5.294022083282471,1123,404,938,405,1212,605,True,1.0,2,False,
112,5.330235958099365,1134,403,950,404,1197,600,True,1.0,2,False,
113,5.3621861934661865,1140,401,957,402,1183,595,True,1.0,2,False,
114,5.395433187484741,1143,399,960,400,1167,590,True,1.0,2,False,
115,5.4308412075042725,1144,396,961,397,1149,585,True,1.0,2,False,
116,5.497358083724976,1145,394,962,395,1114,574,True,1.0,2,False,
117,5.530241250991821,1145,392,963,394,1096,568,True,1.0,2,False,
118,5.563395261764526,1145,390,962,391,1076,561,True,1.0,2,False,
119,5.598435163497925,1147,388,963,388,1055,555,True,1.0,2,False,
120,5.629951000213623,1150,386,965,386,1035,548,True,1.0,2,False,
121,5.661603212356567,1152,386,966,384,1014,542,True,1.0,2,False,
122,5.695580959320068,1154,385,968,383,991,534,True,1.0,2,False,
123,5.73068904876709,1155,385,969,383,966,527,True,1.0,2,False,
124,5.764173269271851,1156,385,969,383,942,519,True,1.0,2,False,
125,5.798847198486328,1155,386,969,385,916,511,True,1.0,2,False,
126,5.831599950790405,1154,387,967,386,891,503,True,1.0,2,False,
127,5.864454984664917,1151,388,964,386,865,494,True,1.0,2,False,
128,5.900031089782715,1148,388,961,386,836,485,True,1.0,2,False,
129,5.96517014503479,1145,388,958,386,780,468,True,1.0,2,False,
130,6.031001091003418,1141,387,954,386,722,449,True,1.0,2,False,
131,6.064292907714844,1138,386,951,386,691,439,True,1.0,2,False,
132,6.098896026611328,1135,385,948,385,661,430,True,1.0,2,False,
133,6.131822109222412,1132,385,945,385,633,421,True,1.0,2,False,
134,6.166262149810791,1130,385,943,385,604,412,True,1.0,2,False,
135,6.19878625869751,1129,385,942,385,578,403,True,1.0,2,False,
136,6.232538223266602,1129,384,942,384,551,395,True,1.0,2,False,
137,6.27443528175354,1129,383,942,383,519,385,True,1.0,2,False,
138,6.34101414680481,1129,383,942,383,471,369,True,1.0,2,False,
139,6.3991172313690186,1128,383,941,383,431,357,True,1.0,2,False,
140,6.432727098464966,1126,382,939,383,409,350,True,1.0,2,False,
141,6.467113018035889,1123,381,937,383,387,343,True,1.0,2,False,
142,6.500447034835815,1120,381,934,383,367,336,True,1.0,2,False,
143,6.5610010623931885,1117,380,930,382,332,325,True,1.0,2,False,
144,6.599149227142334,1115,380,929,382,312,319,True,1.0,2,False,
145,6.634645223617554,1114,381,927,382,294,313,True,1.0,2,False,
146,6.699265241622925,1113,382,926,383,263,303,True,1.0,2,False,
147,6.7354371547698975,1112,383,925,384,246,298,True,1.0,2,False,
148,6.798509120941162,1112,383,924,384,221,290,True,1.0,2,False,
149,6.834444046020508,1112,381,924,384,207,285,True,1.0,2,False,
150,6.868610143661499,1113,380,924,382,195,282,True,1.0,2,False,
151,6.903388977050781,1114,378,925,380,183,278,True,1.0,2,False,
152,6.935362100601196,1115,376,926,378,174,275,True,1.0,2,False,
153,6.968789100646973,1117,375,927,377,164,272,True,1.0,2,False,
154,7.033746004104614,1118,375,929,376,148,267,True,1.0,2,False,
155,7.069103240966797,1119,375,930,376,140,264,True,1.0,2,False,
156,7.135173320770264,1119,375,931,376,128,260,True,1.0,2,False,
157,7.168839931488037,1120,375,932,377,123,259,True,1.0,2,False,
158,7.202099084854126,1120,375,932,377,119,257,True,1.0,2,False,
159,7.2370171546936035,1119,375,932,378,115,256,True,1.0,2,False,
160,7.302051067352295,1118,376,931,379,111,255,True,1.0,2,False,
161,7.337102174758911,1118,377,931,380,110,255,True,1.0,2,False,
162,7.4030232429504395,1118,378,931,381,1338,645,False,1.0,2,False,
163,7.4363579750061035,1117,379,931,381,1338,645,False,1.0,2,False,
164,7.5041680335998535,1117,378,930,380,1338,645,False,1.0,2,False,
165,7.538528203964233,1117,376,930,378,1338,645,False,1.0,2,False,
166,7.6027820110321045,1116,375,928,377,1338,645,False,1.0,2,False,
167,7.639161109924316,1116,374,928,375,1338,645,False,1.0,2,False,
168,7.703247308731079,1116,373,928,375,1338,645,False,1.0,2,False,
169,7.76786208152771,1118,374,929,376,1338,645,False,1.0,2,False,
170,7.8039960861206055,1119,375,931,378,1338,645,False,1.0,2,False,
171,7.86260724067688,1121,376,933,378,1338,645,False,1.0,2,False,
172,7.897751092910767,1122,376,935,379,1338,645,False,1.0,2,False,
173,7.93484902381897,1123,376,936,379,1338,645,False,1.0,2,False,
174,7.968932867050171,1124,376,936,379,1338,645,False,1.0,2,False,
175,8.005733013153076,1124,377,936,379,1338,645,False,1.0,2,False,
176,8.03949499130249,1124,376,936,379,1338,645,False,1.0,2,False,
177,8.101862907409668,1124,376,936,379,1338,645,False,1.0,2,False,
178,8.137530326843262,1123,376,935,378,1338,645,False,1.0,2,False,
179,8.202471017837524,1122,375,934,377,1338,645,False,1.0,2,False,
180,8.237572193145752,1122,374,933,376,1338,645,False,1.0,2,False,
181,8.297709226608276,1121,373,932,376,1338,645,False,1.0,2,False,
182,8.337066173553467,1120,373,931,375,1338,645,False,1.0,2,False,
183,8.373826265335083,1119,373,930,375,1338,645,False,1.0,2,False,
184,8.439808130264282,1119,373,929,375,1338,645,False,1.0,2,False,
185,8.503962278366089,1118,373,929,375,1338,645,False,1.0,2,False,
186,8.568274974822998,1118,373,929,375,1338,645,False,1.0,2,False,
187,8.604315042495728,1119,374,929,375,1338,645,False,1.0,2,False,
188,8.635937213897705,1119,374,929,375,1338,645,False,1.0,2,False,
189,8.669920206069946,1119,374,930,375,1338,645,False,1.0,2,False,
190,8.704325199127197,1119,374,930,375,1338,645,False,1.0,2,False,
191,8.73845624923706,1119,375,930,375,1338,645,False,1.0,2,False,
192,8.770893096923828,1118,375,930,375,1338,645,False,1.0,2,False,
193,8.807061195373535,1118,374,930,375,1338,645,False,1.0,2,False,
194,8.870838165283203,1118,374,930,375,1338,645,False,1.0,2,False,
195,8.936346292495728,1118,374,930,375,110,255,True,1.0,3,False,
196,8.969719171524048,1118,374,930,374,110,255,True,1.0,3,False,
197,9.00580096244812,1118,373,930,374,112,255,True,1.0,3,False,
198,9.038963079452515,1119,373,930,374,115,256,True,1.0,3,False,
199,9.070613145828247,1119,373,930,373,119,257,True,1.0,3,False,
200,9.105090141296387,1118,373,930,374,124,258,True,1.0,3,False,
201,9.140347003936768,1118,373,929,374,131,259,True,1.0,3,False,
202,9.205785274505615,1117,373,928,373,146,263,True,1.0,3,False,
203,9.238628149032593,1115,373,927,373,156,265,True,1.0,3,False,
204,9.302845001220703,1113,372,924,371,178,270,True,1.0,3,False,
205,9.340521097183228,1111,370,922,369,192,273,True,1.0,3,True,0.4041748046875
206,9.400304079055786,1110,367,920,367,219,279,True,1.0,3,False,
207,9.43737506866455,1109,365,919,366,237,283,True,1.0,3,False,
208,9.471926212310791,1109,363,918,364,255,287,True,1.0,3,False,
209,9.505831956863403,1108,362,918,363,274,291,True,1.0,3,False,
210,9.54109501838684,1108,361,918,362,295,296,True,1.0,3,False,
211,9.606269121170044,1108,360,918,361,337,305,True,1.0,3,False,
212,9.669925928115845,1108,360,919,360,383,315,True,1.0,3,False,
213,9.70639419555664,1109,360,920,360,410,321,True,1.0,3,False,
214,9.739819049835205,1110,361,920,361,437,327,True,1.0,3,False,
215,9.771736145019531,1110,361,921,361,464,333,True,1.0,3,False,
216,9.80553412437439,1110,361,921,361,493,340,True,1.0,3,False,
217,9.839722156524658,1110,361,921,361,524,346,True,1.0,3,False,
218,9.906240224838257,1110,361,920,361,587,360,True,1.0,3,False,
219,9.945064067840576,1109,361,920,361,626,369,True,1.0,3,False,
220,10.01149296760559,1109,360,919,361,693,384,True,1.0,3,False,
221,10.072338104248047,1108,361,919,361,751,397,True,1.0,3,False,
222,10.10474705696106,1108,360,918,361,781,404,True,1.0,3,False,
223,10.141346216201782,1108,360,918,361,813,411,True,1.0,3,False,
224,10.208868980407715,1108,361,918,361,868,423,True,1.0,3,False,
225,10.271174907684326,1109,361,919,362,915,433,True,1.0,3,False,
226,10.307796001434326,1110,362,920,363,941,439,True,1.0,3,False,
227,10.371088027954102,1111,363,921,364,982,448,True,1.0,3,False,
228,10.40767216682434,1113,363,923,364,1004,453,True,1.0,3,False,
229,10.44002103805542,1114,363,924,365,1023,457,True,1.0,3,False,
230,10.472929239273071,1115,363,925,365,1040,461,True,1.0,3,False,
231,10.508594036102295,1115,363,926,365,1058,465,True,1.0,3,False,
232,10.541728019714355,1115,363,927,365,1074,469,True,1.0,3,False,
233,10.60707426071167,1116,362,928,365,1101,475,True,1.0,3,False,
234,10.67360520362854,1117,362,928,364,1124,480,True,1.0,3,False,
235,10.70800495147705,1117,361,928,364,1134,482,True,1.0,3,False,
236,10.740064144134521,1118,362,929,365,1142,484,True,1.0,3,False,
237,10.775427103042603,1118,363,928,366,1151,486,True,1.0,3,False,
238,10.807878971099854,1118,365,929,368,1157,487,True,1.0,3,False,
239,10.840336084365845,1118,367,929,370,1162,488,True,1.0,3,False,
240,10.876960039138794,1118,370,929,372,1167,489,True,1.0,3,False,
241,10.9395751953125,1117,371,928,373,1172,490,True,1.0,3,False,
242,10.974498271942139,1117,371,928,374,1172,490,True,1.0,3,False,
243,11.007900953292847,1116,371,927,373,110,255,False,1.0,3,False,
244,11.041115999221802,1116,370,927,373,110,255,False,1.0,3,False,
245,11.07474422454834,1116,369,926,372,110,255,False,1.0,3,False,
246,11.110186100006104,1116,369,927,371,110,255,False,1.0,3,False,
247,11.143210172653198,1117,369,928,371,110,255,False,1.0,3,False,
248,11.175376892089844,1119,368,930,371,110,255,False,1.0,3,False,
249,11.213571071624756,1120,368,931,371,110,255,False,1.0,3,False,
250,11.275728940963745,1122,368,932,370,110,255,False,1.0,3,False,
251,11.309210300445557,1122,368,933,370,110,255,False,1.0,3,False,
252,11.341989040374756,1122,367,931,370,110,255,False,1.0,3,False,
253,11.37679123878479,1121,366,930,370,110,255,False,1.0,3,False,
254,11.409614086151123,1120,366,930,369,110,255,False,1.0,3,False,
255,11.444152116775513,1119,365,929,369,110,255,False,1.0,3,False,
256,11.517306327819824,1118,365,928,368,110,255,False,1.0,3,False,
257,11.573408126831055,1118,365,928,367,110,255,False,1.0,3,False,
258,11.609456062316895,1118,364,928,367,110,255,False,1.0,3,False,
259,11.673244953155518,1117,364,927,366,110,255,False,1.0,3,False,
260,11.708778142929077,1117,363,927,365,110,255,False,1.0,3,False,
261,11.746340274810791,1117,362,927,365,110,255,False,1.0,3,False,
262,11.80767011642456,1118,361,928,364,110,255,False,1.0,3,False,
263,11.841971158981323,1119,361,929,364,110,255,False,1.0,3,False,
264,11.908276081085205,1121,361,930,364,110,255,False,1.0,3,False,
265,11.943151950836182,1122,361,931,364,110,255,False,1.0,3,False,
266,11.976794242858887,1123,361,932,364,110,255,False,1.0,3,False,
267,12.012092113494873,1124,361,933,365,110,255,False,1.0,3,False,
268,12.07737922668457,1124,361,933,365,110,255,False,1.0,3,False,
269,12.111745119094849,1124,361,933,364,110,255,False,1.0,3,False,
270,12.143882036209106,1124,361,934,364,1173,491,True,1.0,4,False,
271,12.17804503440857,1125,362,934,365,1172,491,True,1.0,4,False,
272,12.212568283081055,1125,363,935,366,1171,491,True,1.0,4,False,
273,12.275266170501709,1124,364,935,367,1167,491,True,1.0,4,False,
274,12.312730312347412,1124,365,934,367,1164,491,True,1.0,4,False,
275,12.34450912475586,1123,365,933,368,1161,491,True,1.0,4,False,
276,12.412516117095947,1123,365,933,368,1151,492,True,1.0,4,False,
277,12.474914073944092,1126,365,936,367,1140,492,True,0.9970544855015815,4,False,
278,12.509934186935425,1130,364,940,367,1133,493,True,1.0,4,False,
279,12.543034315109253,1135,364,945,367,1126,493,True,1.0,4,True,0.3991522789001465
280,12.574991941452026,1139,364,949,366,1118,494,True,1.0,4,True,0.4311099052429199
281,12.611126184463501,1143,364,954,366,1108,494,True,1.0,4,False,
282,12.645530939102173,1145,365,955,367,1098,495,True,1.0,4,False,
283,12.710616111755371,1145,365,956,367,1078,496,True,1.0,4,False,
284,12.743831157684326,1145,365,956,367,1066,496,True,1.0,4,False,
285,12.811775207519531,1145,365,956,367,1041,498,True,1.0,4,False,
286,12.845059156417847,1146,365,956,367,1027,498,True,1.0,4,False,
287,12.910125255584717,1146,364,957,366,999,500,True,1.0,4,False,
288,12.945518255233765,1146,363,957,364,983,501,True,1.0,4,False,
289,12.978177070617676,1146,361,957,363,967,502,True,1.0,4,False,
290,13.040828943252563,1146,359,956,361,935,504,True,1.0,4,False,
291,13.075134992599487,1145,358,955,360,917,505,True,1.0,4,False,
292,13.113078117370605,1143,357,953,360,895,506,True,1.0,4,False,
293,13.146558046340942,1142,357,951,360,876,507,True,1.0,4,False,
294,13.213111162185669,1141,357,950,359,835,509,True,1.0,4,False,
295,13.279016971588135,1141,356,949,358,792,511,True,1.0,4,False,
296,13.346405029296875,1141,356,949,358,746,514,True,1.0,4,False,
297,13.413744926452637,1140,354,948,355,697,517,True,1.0,4,False,
298,13.45030927658081,1140,353,948,354,669,518,True,1.0,4,False,
299,13.514604091644287,1139,353,947,354,619,521,True,1.0,4,False,
300,13.546313047409058,1140,352,947,353,594,522,True,1.0,4,False,
301,13.579342126846313,1139,351,947,352,569,524,True,1.0,4,False,
302,13.61555790901184,1140,350,948,351,543,525,True,1.0,4,False,
303,13.68281602859497,1140,349,949,350,495,528,True,1.0,4,False,
304,13.7451331615448,1140,347,949,348,454,530,True,1.0,4,False,
305,13.813423871994019,1140,346,948,347,411,532,True,1.0,4,False,
306,13.846741199493408,1141,345,949,347,391,533,True,1.0,4,False,
307,13.881701946258545,1144,345,951,347,371,535,True,1.0,4,False,
308,13.916253089904785,1148,345,954,347,352,536,True,1.0,4,False,
309,13.9816153049469,1150,344,957,347,317,538,True,1.0,4,False,
310,14.017616033554077,1152,343,959,346,300,539,True,1.0,4,False,
311,14.073193073272705,1152,342,959,344,273,540,True,1.0,4,False,
312,14.117058277130127,1151,340,958,343,254,541,True,1.0,4,False,
313,14.150233268737793,1148,339,955,341,240,542,True,1.0,4,False,
314,14.216499090194702,1146,339,954,341,215,543,True,1.0,4,False,
315,14.283386945724487,1145,338,953,340,191,544,True,1.0,4,False,
316,14.31734013557434,1146,338,953,339,180,545,True,1.0,4,False,
317,14.382044076919556,1148,337,954,338,162,546,True,1.0,4,False,
318,14.416321039199829,1150,334,956,335,153,547,True,1.0,4,False,
319,14.451098203659058,1151,329,957,330,144,547,True,1.0,4,False,
320,14.514523029327393,1151,325,956,326,131,548,True,1.0,4,False,
321,14.549875020980835,1151,322,956,323,125,548,True,1.0,4,False,
322,14.581532001495361,1150,320,956,322,119,548,True,1.0,4,False,
323,14.617177248001099,1150,322,956,324,114,549,True,1.0,4,False,
324,14.682682991027832,1148,328,954,329,107,549,True,0.9938837346736188,4,False,
325,14.715298175811768,1147,333,953,335,104,549,True,1.0,4,False,
326,14.750492095947266,1146,338,952,339,102,549,True,1.0,4,False,
327,14.783489227294922,1144,341,951,342,100,549,True,1.0,4,False,
328,14.816894054412842,1143,343,950,343,100,549,True,1.0,4,False,
329,14.850152015686035,1145,342,952,341,1173,491,False,1.0,4,False,
330,14.884441137313843,1149,339,955,339,1173,491,False,1.0,4,False,
331,14.916445016860962,1154,337,959,337,1173,491,False,1.0,4,False,
332,14.950084209442139,1159,334,964,335,1173,491,False,1.0,4,False,
333,14.983411073684692,1165,332,970,333,1173,491,False,1.0,4,False,
334,15.018495082855225,1171,331,975,333,1173,491,False,1.0,4,False,
335,15.083713054656982,1174,331,978,333,1173,491,False,1.0,4,False,
336,15.117668867111206,1176,331,980,333,1173,491,False,1.0,4,False,
337,15.150844097137451,1176,332,981,334,1173,491,False,1.0,4,False,
338,15.189070224761963,1177,332,981,334,1173,491,False,1.0,4,False,
339,15.256116151809692,1175,332,980,334,1173,491,False,1.0,4,False,
340,15.317581176757812,1173,333,979,335,1173,491,False,1.0,4,False,
341,15.382932186126709,1171,334,977,335,1173,491,False,1.0,4,False,
342,15.419571161270142,1170,334,976,335,1173,491,False,1.0,4,False,
343,15.484281301498413,1168,335,974,336,1173,491,False,1.0,4,False,
344,15.549926042556763,1168,336,975,337,1173,491,False,1.0,4,False,
345,15.58595609664917,1170,335,976,336,1173,491,False,1.0,4,False,
346,15.61927318572998,1171,334,977,335,1173,491,False,1.0,4,False,
347,15.683846950531006,1169,334,975,334,1173,491,False,0.9996686059265358,4,False,
348,15.718240022659302,1166,332,972,332,1173,491,False,1.0,4,False,
349,15.78412127494812,1161,329,967,330,1173,491,False,0.9792308962842962,4,False,
350,15.81648325920105,1152,327,958,326,100,550,True,0.946649906050144,5,True,0.0
351,15.850253105163574,1142,324,949,324,100,550,True,1.0,5,True,0.033769845962524414
352,15.884359121322632,1133,323,940,323,101,550,True,1.0,5,True,0.06787586212158203
353,15.91796612739563,1125,322,932,322,102,550,True,1.0,5,True,0.10148286819458008
354,15.982300996780396,1119,321,927,320,107,550,True,1.0,5,True,0.1658177375793457
355,16.0174880027771,1117,320,924,319,111,550,True,1.0,5,False,
356,16.04947805404663,1118,319,925,318,115,550,True,0.9918180223168352,5,False,
357,16.087409019470215,1123,316,929,315,120,550,True,0.9965972426256174,5,True,0.27092576026916504
358,16.14978528022766,1133,312,939,311,131,550,True,0.9987445190384676,5,True,0.33330202102661133
359,16.184213161468506,1144,308,948,307,137,550,True,1.0,5,True,0.36772990226745605
360,16.21671414375305,1154,303,957,302,144,550,True,1.0,5,True,0.40023088455200195
361,16.25022006034851,1161,297,963,297,152,550,True,1.0,5,True,0.43373680114746094
362,16.287003993988037,1163,292,965,291,162,550,True,1.0,5,True,0.4705207347869873
363,16.31888222694397,1162,287,963,286,170,550,True,1.0,5,False,
364,16.353029251098633,1161,281,961,280,180,551,True,0.9954274328361232,5,False,
365,16.41769313812256,1166,271,965,271,201,551,True,0.9979152650766735,5,False,
366,16.450844049453735,1177,261,975,261,212,551,True,0.9840696127287407,5,False,
367,16.486428022384644,1192,250,988,251,225,551,True,0.9917502218317946,5,False,
368,16.521047115325928,1208,239,1002,240,239,551,True,1.0,5,False,
369,16.585175037384033,1222,231,1016,233,265,552,True,1.0,5,False,
370,16.61908507347107,1230,228,1023,230,280,552,True,1.0,5,False,
371,16.650912046432495,1234,227,1026,229,295,552,True,1.0,5,False,
372,16.688493251800537,1233,228,1025,231,313,552,True,1.0,5,False,
373,16.762918949127197,1228,231,1021,233,351,553,True,0.9997737300570652,5,False,
374,16.826162099838257,1222,235,1016,237,385,553,True,1.0,5,False,
375,16.885031938552856,1217,238,1012,241,420,553,True,1.0,5,False,
376,16.91779899597168,1213,242,1008,244,439,554,True,1.0,5,False,
377,16.95335817337036,1210,245,1006,247,462,554,True,1.0,5,False,
378,16.988219022750854,1210,248,1006,249,484,554,True,1.0,5,False,
379,17.022316217422485,1210,250,1006,251,507,555,True,1.0,5,False,
380,17.08669900894165,1209,253,1006,253,552,555,True,1.0,5,False,
381,17.121220111846924,1208,255,1005,256,577,555,True,1.0,5,False,
382,17.18608593940735,1205,257,1002,258,625,556,True,1.0,5,False,
383,17.22012710571289,1203,259,1000,260,652,556,True,1.0,5,False,
384,17.252755165100098,1202,260,998,261,678,557,True,1.0,5,False,
385,17.28804111480713,1202,260,998,261,705,557,True,1.0,5,False,
386,17.35263705253601,1203,260,1000,261,753,558,True,1.0,5,False,
387,17.38649010658264,1206,261,1002,261,778,558,True,1.0,5,False,
388,17.41984796524048,1208,261,1004,261,801,558,True,1.0,5,False,
389,17.451709032058716,1210,262,1006,262,823,558,True,1.0,5,False,
390,17.48350501060486,1211,264,1008,263,844,559,True,1.0,5,False,
391,17.5208420753479,1211,265,1009,265,868,559,True,1.0,5,False,
